,top1,top2,top3,top4,top5,p_celebrity_correct
Harry-Styles-in-an-official-photo_4_0.png,"('Harry Styles', 0.9806866)","('Kevin Bacon', 0.010527936)","('Josh Duhamel', 0.0023008932)","('James Corden', 0.001472635)","('Mark Wahlberg', 0.00094957487)",0.9806866
Harry-Styles-in-an-official-photo_5_0.png,"('Harry Styles', 0.9935132)","('Josh Duhamel', 0.0017242573)","('James Corden', 0.000693255)","('Leonardo Dicaprio', 0.0005924574)","('Mark Wahlberg', 0.00027492119)",0.9935132
Hayley-Atwell-in-an-official-photo_1_0.png,"('Hayley Atwell', 0.99789196)","('Sarah Paulson', 0.0006644513)","('Scarlett Johansson', 0.00030309393)","('Carlson Young', 6.5420754e-05)","('Margot Robbie', 6.339558e-05)",0.99789196
Hayley-Atwell-in-an-official-photo_2_0.png,"('Hayley Atwell', 0.9823491)","('Allison Williams', 0.012615608)","('Linda Cardellini', 0.0009354409)","('Fairuza Balk', 0.00051010156)","('Scarlett Johansson', 0.00040841408)",0.9823491
Hayley-Atwell-in-an-official-photo_3_0.png,"('Hayley Atwell', 0.9966233)","('Jeri Ryan', 0.00076765625)","('Linda Cardellini', 0.00031287922)","('Harry Styles', 0.00028069082)","('Alyssa Milano', 0.00017362412)",0.9966233
Hayley-Atwell-in-an-official-photo_4_0.png,"('Hayley Atwell', 0.9986797)","('Allison Williams', 0.000103425904)","('Maggie Siff', 0.000102275466)","('Jennifer Garner', 9.7338176e-05)","('Scarlett Johansson', 7.022804e-05)",0.9986797
Hayley-Atwell-in-an-official-photo_5_0.png,"('Hayley Atwell', 0.9925835)","('Linda Cardellini', 0.0020242918)","('Allison Williams', 0.0013705614)","('Scarlett Johansson', 0.0011047632)","('Fairuza Balk', 0.00090225256)",0.9925835
Heath-Ledger-in-an-official-photo_1_0.png,"('John Cena', 0.5212228)","('Heath Ledger', 0.31749058)","('Charlie Hunnam', 0.044630427)","('Aaron Eckhart', 0.029556016)","('Mark Wahlberg', 0.014447169)",0
Heath-Ledger-in-an-official-photo_2_0.png,"('Heath Ledger', 0.99948984)","('Neil Patrick Harris', 0.00019921787)","('John Cena', 0.00015237143)","('Aaron Eckhart', 5.345293e-05)","('John Terry', 1.791858e-05)",0.99948984
Heath-Ledger-in-an-official-photo_3_0.png,"('Heath Ledger', 0.9830886)","('Matt Damon', 0.0066301674)","('Mark Wahlberg', 0.0016204471)","('Neil Patrick Harris', 0.0010843762)","('Brandon Flynn', 0.0009583771)",0.9830886
Heath-Ledger-in-an-official-photo_4_0.png,"('Heath Ledger', 0.99744165)","('John Cena', 0.0014561191)","('Neil Patrick Harris', 0.000390002)","('Mark Wahlberg', 0.00013761896)","('Jonathan Tucker', 0.00010983572)",0.99744165
Heath-Ledger-in-an-official-photo_5_0.png,"('Heath Ledger', 0.7445287)","('John Cena', 0.23407)","('Neil Patrick Harris', 0.009431518)","('Mark Wahlberg', 0.005065313)","('Matt Damon', 0.00071206654)",0.7445287
Henry-Cavill-in-an-official-photo_1_0.png,"('Henry Cavill', 0.9995982)","('Henry Zebrowski', 0.00021240547)","('Charlie Weber', 8.926658e-05)","('Jamie Dornan', 5.35614e-05)","('Timothy Olyphant', 9.891596e-06)",0.9995982
Henry-Cavill-in-an-official-photo_2_0.png,"('Henry Cavill', 0.999233)","('Henry Zebrowski', 0.0005302214)","('Jude Law', 8.094057e-05)","('Ian Somerhalder', 2.6983806e-05)","('Alexis Denisof', 2.3873245e-05)",0.999233
Henry-Cavill-in-an-official-photo_3_0.png,"('Henry Cavill', 0.99847287)","('Jamie Dornan', 0.00070028484)","('Henry Zebrowski', 0.00042287938)","('Sendhil Ramamurthy', 0.000115962685)","('Johnathon Schaech', 0.000106643354)",0.99847287
Henry-Cavill-in-an-official-photo_4_0.png,"('Henry Cavill', 0.9993704)","('Henry Zebrowski', 0.00030816815)","('Jamie Dornan', 0.0001330427)","('Tyler Hoechlin', 6.839608e-05)","('Johnathon Schaech', 2.5161342e-05)",0.9993704
Henry-Cavill-in-an-official-photo_5_0.png,"('Henry Cavill', 0.9993894)","('Henry Zebrowski', 0.00020691245)","('Henry Rollins', 3.215114e-05)","('Matt Bomer', 2.8914386e-05)","('Josh Duhamel', 2.647916e-05)",0.9993894
Jackie-Chan-in-an-official-photo_1_0.png,"('Jackie Chan', 0.99952346)","('Kim Jong Un', 0.0004595466)","('John Wayne', 1.0066505e-05)","('Willie Nelson', 2.625081e-06)","('Ken Jeong', 2.5158347e-06)",0.99952346
Jackie-Chan-in-an-official-photo_2_0.png,"('Jackie Chan', 0.9956767)","('John Wayne', 0.000670866)","('John Lennon', 0.00029127015)","('Bruce Lee', 0.00026895758)","('Anjelica Huston', 0.00021565148)",0.9956767
Jackie-Chan-in-an-official-photo_3_0.png,"('Jackie Chan', 0.9998473)","('Ken Jeong', 5.5184584e-05)","('Bobby Lee', 1.618974e-05)","('Mel Brooks', 1.547279e-05)","('Patrick Stewart', 8.4223e-06)",0.9998473
Jackie-Chan-in-an-official-photo_4_0.png,"('Jackie Chan', 0.9981735)","('John Wayne', 0.00022174903)","('Mary Mcdonnell', 0.00018712734)","('Mel Brooks', 0.00018019458)","('Tim Kang', 0.00013396531)",0.9981735
Jackie-Chan-in-an-official-photo_5_0.png,"('Jackie Chan', 0.99896336)","('George Takei', 0.00022595911)","('John Cho', 0.0002216132)","('Ken Jeong', 0.0001858214)","('Tim Kang', 0.00011450439)",0.99896336
Jada-Pinkett-Smith-in-an-official-photo_1_0.png,"('Jada Pinkett Smith', 0.9855373)","('Jenifer Lewis', 0.0051708063)","('Sanaa Lathan', 0.0025766734)","('Halle Berry', 0.0016531588)","('Whitney Houston', 0.0015897696)",0.9855373
Jada-Pinkett-Smith-in-an-official-photo_2_0.png,"('Jada Pinkett Smith', 0.9919784)","('Halle Berry', 0.0028174268)","('Nicole Ari Parker', 0.0014009996)","('Tawny Kitaen', 0.00031098857)","('Judy Reyes', 0.0002792766)",0.9919784
Jada-Pinkett-Smith-in-an-official-photo_3_0.png,"('Jada Pinkett Smith', 0.8439483)","('Momma Dee', 0.085689075)","('Halle Berry', 0.04942674)","('Judy Reyes', 0.0017025142)","('Keshia Knight Pulliam', 0.0014037569)",0.8439483
Jada-Pinkett-Smith-in-an-official-photo_4_0.png,"('Jada Pinkett Smith', 0.9966311)","('Sanaa Lathan', 0.0016005454)","('Jenifer Lewis', 0.00067714695)","('Judy Reyes', 0.0003990438)","('Momma Dee', 0.000120901655)",0.9966311
Jada-Pinkett-Smith-in-an-official-photo_5_0.png,"('Jada Pinkett Smith', 0.99310875)","('Sanaa Lathan', 0.005704265)","('Momma Dee', 0.00031105062)","('Jasmine Burke', 0.0001315871)","('Jenifer Lewis', 9.4221316e-05)",0.99310875
James-Garner-in-an-official-photo_1_0.png,"('James Garner', 0.99899775)","('Harrison Ford', 0.00022889297)","('Henry Rollins', 9.241411e-05)","('Burt Reynolds', 6.858478e-05)","('Jack Nicholson', 5.8691534e-05)",0.99899775
James-Garner-in-an-official-photo_2_0.png,"('James Garner', 0.9992493)","('George Bush', 0.00032202798)","('Charlton Heston', 8.5024476e-05)","('Scott Bakula', 7.649966e-05)","('Robin Williams', 7.5912365e-05)",0.9992493
James-Garner-in-an-official-photo_3_0.png,"('James Garner', 0.9997702)","('George Bush', 5.858598e-05)","('Scott Bakula', 3.250456e-05)","('Merle Haggard', 1.4249542e-05)","('Jack Nicholson', 1.3785995e-05)",0.9997702
James-Garner-in-an-official-photo_4_0.png,"('James Garner', 0.98105395)","('George Bush', 0.011129209)","('Robin Williams', 0.003515818)","('Patrick Swayze', 0.0009932958)","('Henry Rollins', 0.00046029835)",0.98105395
James-Garner-in-an-official-photo_5_0.png,"('James Garner', 0.9997255)","('Jack Nicholson', 7.355053e-05)","('Robin Williams', 3.082978e-05)","('Julio Iglesias', 2.3090724e-05)","('Bud Spencer', 1.7217926e-05)",0.9997255
Jason-Statham-in-an-official-photo_1_0.png,"('Jason Statham', 0.99528223)","('Bruce Willis', 0.00097556965)","('Jared Padalecki', 0.00054493576)","('James Van Der Beek', 0.0005348261)","('Matt Smith', 0.0005012998)",0.99528223
Jason-Statham-in-an-official-photo_2_0.png,"('Jason Statham', 0.99395126)","('Bruce Willis', 0.002918905)","('Matt Smith', 0.00055270694)","('Neil Patrick Harris', 0.00046256694)","('Vin Diesel', 0.0001679882)",0.99395126
Jason-Statham-in-an-official-photo_3_0.png,"('Jason Statham', 0.8944132)","('Clint Eastwood', 0.036833495)","('Bruce Willis', 0.023821147)","('Zach Mcgowan', 0.007162583)","('Wes Bentley', 0.005254234)",0.8944132
Jason-Statham-in-an-official-photo_4_0.png,"('Jason Statham', 0.99871397)","('Bruce Willis', 0.0009372833)","('Michael Rosenbaum', 8.8190835e-05)","('Vin Diesel', 3.4066972e-05)","('Jared Padalecki', 1.8797751e-05)",0.99871397
Jason-Statham-in-an-official-photo_5_0.png,"('Jason Statham', 0.99970144)","('Bruce Willis', 0.000120244316)","('Kurt Angle', 3.5326524e-05)","('Joe Biden', 2.8535074e-05)","('Vin Diesel', 1.5170943e-05)",0.99970144
Jeff-Bridges-in-an-official-photo_1_0.png,"('Jeff Bridges', 0.968786)","('George Bush', 0.011543193)","('Kurt Russell', 0.009046094)","('Charlton Heston', 0.0017113057)","('Kenny Rogers', 0.0015242966)",0.968786
Jeff-Bridges-in-an-official-photo_2_0.png,"('Jeff Bridges', 0.9745184)","('Nick Nolte', 0.006416055)","('Bob Ross', 0.001536428)","('Gary Busey', 0.0014675148)","('Kevin Nash', 0.0014016177)",0.9745184
Jeff-Bridges-in-an-official-photo_3_0.png,"('Jeff Bridges', 0.9980717)","('Kurt Russell', 0.0011552956)","('Josh Brolin', 0.00031053077)","('Willem Dafoe', 0.00011723875)","('Brian Van Holt', 7.0090624e-05)",0.9980717
Jeff-Bridges-in-an-official-photo_4_0.png,"('Jeff Bridges', 0.9993709)","('Brian Van Holt', 0.00033755018)","('George Bush', 5.5340493e-05)","('James Garner', 2.313644e-05)","('Chris Isaak', 2.2103151e-05)",0.9993709
Jeff-Bridges-in-an-official-photo_5_0.png,"('Jeff Bridges', 0.9991696)","('Kurt Russell', 0.00042712354)","('Brian Van Holt', 0.00010168204)","('Josh Brolin', 3.3701926e-05)","('Willem Dafoe', 3.0354839e-05)",0.9991696
Jennifer-Connelly-in-an-official-photo_1_0.png,"('Jennifer Connelly', 0.9999261)","('Heather Langenkamp', 1.47695e-05)","('Demi Moore', 1.3409071e-05)","('Karla Souza', 1.0943068e-05)","('Jessica Alba', 4.3166183e-06)",0.9999261
Jennifer-Connelly-in-an-official-photo_2_0.png,"('Jennifer Connelly', 0.99165803)","('Demi Moore', 0.006375748)","('Antoine Griezmann', 0.0004514725)","('Caity Lotz', 0.00033564793)","('Brooke Shields', 0.0001688668)",0.99165803
Jennifer-Connelly-in-an-official-photo_3_0.png,"('Paz De La Huerta', 0.5455406)","('Jennifer Connelly', 0.16520034)","('Chris Pratt', 0.08228454)","('Lisa Loeb', 0.045640316)","('George Strait', 0.015465703)",0
Jennifer-Connelly-in-an-official-photo_4_0.png,"('Jennifer Connelly', 0.9975308)","('Dua Lipa', 0.0006749421)","('Demi Moore', 0.00029451188)","('Sophia Bush', 0.00016434288)","('Zoey Deutch', 0.00015394726)",0.9975308
Jennifer-Connelly-in-an-official-photo_5_0.png,"('Jennifer Connelly', 0.99976677)","('Alex Borstein', 3.509735e-05)","('Karla Souza', 3.2749886e-05)","('Matt Dillon', 2.4518497e-05)","('Demi Moore', 2.1914673e-05)",0.99976677
Jensen-Ackles-in-an-official-photo_1_0.png,"('Jensen Ackles', 0.7450798)","('Hunter Parrish', 0.06121624)","('James Spader', 0.021989834)","('Jason Priestley', 0.019517096)","('River Phoenix', 0.012050456)",0.7450798
Jensen-Ackles-in-an-official-photo_2_0.png,"('Jared Padalecki', 0.3666939)","('Jensen Ackles', 0.27898893)","('Chad Michael Murray', 0.050951667)","('Ron Howard', 0.042537417)","('James Lafferty', 0.03858326)",0
Jensen-Ackles-in-an-official-photo_3_0.png,"('Jensen Ackles', 0.8895849)","('Hunter Parrish', 0.020471275)","('Nick Jonas', 0.01353581)","('Tom Hardy', 0.010504076)","('Machine Gun Kelly', 0.009637041)",0.8895849
Jensen-Ackles-in-an-official-photo_4_0.png,"('Jensen Ackles', 0.90217745)","('James Lafferty', 0.01412326)","('Niall Horan', 0.00839735)","('Chad Michael Murray', 0.008393731)","('Nick Jonas', 0.007613306)",0.90217745
Jensen-Ackles-in-an-official-photo_5_0.png,"('Jensen Ackles', 0.8985914)","('Misha Collins', 0.012150476)","('Jared Padalecki', 0.011352089)","('Matt Czuchry', 0.010371012)","('Hunter Parrish', 0.008041436)",0.8985914
Jim-Morrison-in-an-official-photo_1_0.png,"('Jim Morrison', 0.999739)","('Viggo Mortensen', 9.920809e-05)","('Dean Ambrose', 4.8357677e-05)","('Michael Landon', 2.8395225e-05)","('Kurt Russell', 1.6563343e-05)",0.999739
Jim-Morrison-in-an-official-photo_2_0.png,"('Jim Morrison', 0.9993376)","('Bill Burr', 0.00025464935)","('Dean Ambrose', 8.957918e-05)","('Paul Rudd', 4.683684e-05)","('Viggo Mortensen', 2.8370916e-05)",0.9993376
Jim-Morrison-in-an-official-photo_3_0.png,"('Jim Morrison', 0.98415005)","('Richard Marx', 0.0027029044)","('Christopher Reeve', 0.0017265741)","('Paul Rudd', 0.0017027102)","('Kyle Mooney', 0.0014793769)",0.98415005
Jim-Morrison-in-an-official-photo_4_0.png,"('Jim Morrison', 0.9996958)","('Mick Jagger', 5.9762053e-05)","('Peter Weller', 4.0885447e-05)","('Matt Hardy', 3.4824905e-05)","('Jeff Hardy', 2.980906e-05)",0.9996958
Jim-Morrison-in-an-official-photo_5_0.png,"('Jim Morrison', 0.9883238)","('Dean Ambrose', 0.005990526)","('Viggo Mortensen', 0.0033150509)","('Paul Rudd', 0.00036865982)","('Peter Weller', 0.00032496033)",0.9883238
Jimmy-Carter-in-an-official-photo_1_0.png,"('Jimmy Carter', 0.8612776)","('Bernie Sanders', 0.05409937)","('Stan Lee', 0.03842968)","('Donald Trump', 0.009878749)","('Jean Harlow', 0.0063936445)",0.8612776
Jimmy-Carter-in-an-official-photo_2_0.png,"('Jimmy Carter', 0.9755876)","('Queen Elizabeth', 0.015493607)","('Jerry Lee Lewis', 0.0017005844)","('Alex Jones', 0.00116996)","('Bernie Sanders', 0.0011689997)",0.9755876
Jimmy-Carter-in-an-official-photo_3_0.png,"('Jimmy Carter', 0.9890878)","('Queen Elizabeth', 0.008183647)","('Jerry Lee Lewis', 0.00076654763)","('Joe Biden', 0.00039438254)","('Donald Trump', 0.00017539682)",0.9890878
Jimmy-Carter-in-an-official-photo_4_0.png,"('Jimmy Carter', 0.98118234)","('Queen Elizabeth', 0.0061380384)","('Donald Trump', 0.0035108498)","('Jerry Lee Lewis', 0.002842503)","('Wilford Brimley', 0.0008802809)",0.98118234
Jimmy-Carter-in-an-official-photo_5_0.png,"('Jimmy Carter', 0.9976185)","('Louie Anderson', 0.0005282673)","('Bernie Sanders', 0.0003516218)","('Donald Trump', 0.0003273933)","('Wilford Brimley', 0.00019217168)",0.9976185
Joan-Rivers-in-an-official-photo_1_0.png,"('Joan Rivers', 1.0)","('Charo', 1.5139442e-10)","('Zsa Zsa Gabor', 4.7839142e-11)","('Alaska Thunderfuck', 1.0077548e-11)","('Barbara Eden', 9.138248e-12)",1.0
Joan-Rivers-in-an-official-photo_2_0.png,"('Joan Rivers', 0.99790394)","('Charo', 0.0007018503)","('Tyler Perry', 0.00046745953)","('Kim Novak', 0.0001708337)","('Zsa Zsa Gabor', 0.00014110058)",0.99790394
Joan-Rivers-in-an-official-photo_3_0.png,"('Joan Rivers', 0.9996989)","('Charo', 0.000119806755)","('Zsa Zsa Gabor', 5.6040593e-05)","('Heather Dubrow', 3.307149e-05)","('Kim Basinger', 2.1731337e-05)",0.9996989
Joan-Rivers-in-an-official-photo_4_0.png,"('Joan Rivers', 0.99771357)","('Charo', 0.0014834482)","('Ginger Rogers', 0.00032762348)","('Kim Novak', 6.754963e-05)","('Doris Day', 6.0531693e-05)",0.99771357
Joan-Rivers-in-an-official-photo_5_0.png,"('Joan Rivers', 0.9998758)","('Kim Basinger', 3.7446025e-05)","('Zsa Zsa Gabor', 2.0995121e-05)","('Tyler Perry', 2.0856583e-05)","('Ginger Rogers', 6.540853e-06)",0.9998758
John-Lennon-in-an-official-photo_1_0.png,"('John Lennon', 0.9886325)","('George Harrison', 0.0077106724)","('Harry Dean Stanton', 0.0024399722)","('Yoko Ono', 0.0010209054)","('Liam Gallagher', 5.152398e-05)",0.9886325
John-Lennon-in-an-official-photo_2_0.png,"('John Lennon', 0.99949205)","('Vincent Gallo', 0.0001477824)","('Katey Sagal', 9.321337e-05)","('George Harrison', 7.9221805e-05)","('Yoko Ono', 3.3642464e-05)",0.99949205
John-Lennon-in-an-official-photo_3_0.png,"('John Lennon', 0.9993001)","('Rod Stewart', 0.00017404367)","('Lee Pace', 0.00017017969)","('Adrien Brody', 8.6660046e-05)","('Anjelica Huston', 4.0200783e-05)",0.9993001
John-Lennon-in-an-official-photo_4_0.png,"('John Lennon', 0.99772626)","('Adrien Brody', 0.00081503397)","('George Harrison', 0.00057010865)","('Woody Allen', 0.00015882308)","('Anjelica Huston', 0.00015001859)",0.99772626
John-Lennon-in-an-official-photo_5_0.png,"('John Lennon', 0.9829024)","('Yoko Ono', 0.015970385)","('Gene Wilder', 0.00023209948)","('Lee Pace', 0.00013330767)","('Anjelica Huston', 0.00012258576)",0.9829024
Johnny-Cash-in-an-official-photo_1_0.png,"('Johnny Cash', 0.693465)","('James Dean', 0.13773237)","('Gregory Peck', 0.07222915)","('Humphrey Bogart', 0.032039482)","('Ben Gazzara', 0.009767297)",0.693465
Johnny-Cash-in-an-official-photo_2_0.png,"('Johnny Cash', 0.99267566)","('Alexis Sanchez', 0.0009444588)","('Robert De Niro', 0.000687208)","('Ben Gazzara', 0.00067488675)","('Gary Cooper', 0.0005767517)",0.99267566
Johnny-Cash-in-an-official-photo_3_0.png,"('Johnny Cash', 0.33433056)","('Bill Murray', 0.25686014)","('Cary Grant', 0.15604782)","('Al Pacino', 0.11567705)","('Ben Gazzara', 0.05493363)",0.33433056
Johnny-Cash-in-an-official-photo_4_0.png,"('Johnny Cash', 0.9512062)","('Jake Johnson', 0.015646556)","('Kim Coates', 0.0046395147)","('Hugh Jackman', 0.0046072747)","('John Goodman', 0.0034268282)",0.9512062
Johnny-Cash-in-an-official-photo_5_0.png,"('Johnny Cash', 0.602782)","('Matthew Perry', 0.100246035)","('Rick Springfield', 0.034278776)","('Joaquin Phoenix', 0.03128058)","('David Mazouz', 0.025627188)",0.602782
Jon-Hamm-in-an-official-photo_1_0.png,"('Jon Hamm', 0.9856699)","('James Deen', 0.0054990277)","('James Patrick Stuart', 0.001738875)","('Dylan Mcdermott', 0.0012346639)","('Oliver Hudson', 0.0011973337)",0.9856699
Jon-Hamm-in-an-official-photo_2_0.png,"('Jon Hamm', 0.99958545)","('Matt Bomer', 0.000100842866)","('Jj Feild', 4.0151677e-05)","('Christopher Meloni', 3.4111792e-05)","('Jean Claude Van Damme', 3.357743e-05)",0.99958545
Jon-Hamm-in-an-official-photo_3_0.png,"('Jon Hamm', 0.9938984)","('Steve Carell', 0.0011453733)","('Lee Pace', 0.0010729291)","('James Deen', 0.0004314947)","('Dylan Mcdermott', 0.00037637755)",0.9938984
Jon-Hamm-in-an-official-photo_4_0.png,"('Jon Hamm', 0.9974796)","('Lee Pace', 0.00042309493)","('James Deen', 0.0003122463)","('Robert De Niro', 0.00022098838)","('Steve Carell', 0.00018751265)",0.9974796
Jon-Hamm-in-an-official-photo_5_0.png,"('Jon Hamm', 0.9619188)","('Lee Pace', 0.026566293)","('Joaquin Phoenix', 0.0026174292)","('Daniel Henney', 0.0018860027)","('Hugh Jackman', 0.0010960608)",0.9619188
Judy-Garland-in-an-official-photo_1_0.png,"('Judy Garland', 0.9976417)","('Rita Hayworth', 0.0018594271)","('Debi Mazar', 0.0001860785)","('Angela Lansbury', 0.000105223124)","('Shirley Temple', 5.0374834e-05)",0.9976417
Judy-Garland-in-an-official-photo_2_0.png,"('Judy Garland', 0.9775703)","('Shirley Temple', 0.020599209)","('Natalie Wood', 0.00042629667)","('Melissa Mccarthy', 0.0003712698)","('Doris Day', 0.00035776792)",0.9775703
Judy-Garland-in-an-official-photo_3_0.png,"('Judy Garland', 0.98606646)","('Shirley Temple', 0.013078776)","('Angela Lansbury', 0.000373453)","('Rita Hayworth', 6.685817e-05)","('Natalie Wood', 5.368814e-05)",0.98606646
Judy-Garland-in-an-official-photo_4_0.png,"('Judy Garland', 0.98758334)","('Shirley Temple', 0.01003169)","('Angela Lansbury', 0.00042707947)","('Maria Montez', 0.00040986764)","('Rita Hayworth', 0.00039676286)",0.98758334
Judy-Garland-in-an-official-photo_5_0.png,"('Judy Garland', 0.99860126)","('Shirley Temple', 0.0007534247)","('Hedy Lamarr', 0.00029478717)","('Rosalind Russell', 6.506951e-05)","('Lucille Ball', 3.788759e-05)",0.99860126
Julianne-Moore-in-an-official-photo_1_0.png,"('Julianne Moore', 0.99935335)","('Meryl Streep', 0.00025899036)","('Gillian Anderson', 0.00012109901)","('Ellie Kemper', 8.4650615e-05)","('Leighton Meester', 5.7975358e-05)",0.99935335
Julianne-Moore-in-an-official-photo_2_0.png,"('Julianne Moore', 0.9993205)","('Meryl Streep', 0.00056399795)","('Glenn Close', 2.5595302e-05)","('Brooke Shields', 1.50633705e-05)","('Mia Farrow', 1.2219742e-05)",0.9993205
Julianne-Moore-in-an-official-photo_3_0.png,"('Julianne Moore', 0.99996746)","('Meryl Streep', 1.0737945e-05)","('Laura Innes', 5.951223e-06)","('Brooke Shields', 2.5242139e-06)","('Gillian Anderson', 2.3735895e-06)",0.99996746
Julianne-Moore-in-an-official-photo_4_0.png,"('Julianne Moore', 0.9989323)","('Meryl Streep', 0.0010321077)","('Leighton Meester', 1.3095069e-05)","('Brooke Shields', 9.227073e-06)","('Glenn Close', 2.7235978e-06)",0.9989323
Julianne-Moore-in-an-official-photo_5_0.png,"('Julianne Moore', 0.99935526)","('Meryl Streep', 0.0004752522)","('Gillian Anderson', 0.00013096648)","('Glenn Close', 1.2685205e-05)","('Leighton Meester', 3.1864836e-06)",0.99935526
Justin-Bieber-in-an-official-photo_1_0.png,"('Justin Bieber', 0.991381)","('Paul Wesley', 0.008471607)","('Austin Butler', 4.2554424e-05)","('Charlie Carver', 3.1855656e-05)","('Cameron Boyce', 2.682807e-05)",0.991381
Justin-Bieber-in-an-official-photo_2_0.png,"('Chester See', 0.6871266)","('Amanda Bynes', 0.084480576)","('Justin Bieber', 0.08419135)","('Noah Crawford', 0.034202386)","('Luan Santana', 0.010559513)",0
Justin-Bieber-in-an-official-photo_3_0.png,"('Justin Bieber', 0.9999807)","('Paul Wesley', 1.48503495e-05)","('Charlie Carver', 1.5396649e-06)","('Nash Grier', 3.7077592e-07)","('Lewis Hamilton', 3.039095e-07)",0.9999807
Justin-Bieber-in-an-official-photo_4_0.png,"('Justin Bieber', 0.99910164)","('Paul Wesley', 0.00081060815)","('Charlie Carver', 5.8466176e-05)","('Austin Butler', 7.76019e-06)","('Ben Platt', 2.3865587e-06)",0.99910164
Justin-Bieber-in-an-official-photo_5_0.png,"('Justin Bieber', 0.99957937)","('Paul Wesley', 0.00027829185)","('Austin Butler', 6.7902285e-05)","('Shemar Moore', 8.250667e-06)","('Darren Criss', 7.629907e-06)",0.99957937
Kaley-Cuoco-in-an-official-photo_1_0.png,"('Meghan Trainor', 0.39643726)","('Kaley Cuoco', 0.115284145)","('Kate Hudson', 0.10710111)","('Amy Poehler', 0.045427117)","('Kirstie Alley', 0.043586954)",0
Kaley-Cuoco-in-an-official-photo_2_0.png,"('Kaley Cuoco', 0.9998149)","('Belen Esteban', 6.863296e-05)","('Amanda Bynes', 5.767851e-05)","('Allison Harvard', 9.897656e-06)","('Mila Kunis', 9.47465e-06)",0.9998149
Kaley-Cuoco-in-an-official-photo_3_0.png,"('Kaley Cuoco', 0.99996054)","('Belen Esteban', 1.8021694e-05)","('Zoe Saldana', 4.1196927e-06)","('Kim Jong Un', 1.9944648e-06)","('Amanda Bynes', 1.7536784e-06)",0.99996054
Kaley-Cuoco-in-an-official-photo_4_0.png,"('Kaley Cuoco', 0.99854916)","('Allison Harvard', 0.00045036065)","('Belen Esteban', 0.00026694796)","('Aubrey Plaza', 0.00022179104)","('Amanda Bynes', 0.00013426723)",0.99854916
Kaley-Cuoco-in-an-official-photo_5_0.png,"('Kaley Cuoco', 0.9955805)","('Amanda Bynes', 0.0010836248)","('Allison Harvard', 0.0010449771)","('Aubrey Plaza', 0.00096393836)","('Belen Esteban', 0.00024552908)",0.9955805
Kate-Upton-in-an-official-photo_1_0.png,,,,,,N
Kate-Upton-in-an-official-photo_2_0.png,"('Kate Upton', 0.9687274)","('Gemma Collins', 0.008219507)","('Lucy Hale', 0.0074239993)","('Kelly Rohrbach', 0.0054655275)","('Gigi Hadid', 0.002076438)",0.9687274
Kate-Upton-in-an-official-photo_3_0.png,"('Kate Upton', 0.9962768)","('Gemma Collins', 0.0013841308)","('Anna Nicole Smith', 0.0006714675)","('Hayley Kiyoko', 0.0004920955)","('Martha Hunt', 0.00017168833)",0.9962768
Kate-Upton-in-an-official-photo_4_0.png,"('Kate Upton', 0.99741167)","('Gemma Collins', 0.00051492226)","('Hayley Kiyoko', 0.00024962352)","('Charlotte Mckinney', 0.00022284749)","('Martha Hunt', 0.00017633766)",0.99741167
Kate-Upton-in-an-official-photo_5_0.png,"('Kate Upton', 0.9995552)","('Hayley Kiyoko', 9.2968716e-05)","('Ariel Winter', 5.5782e-05)","('Martha Hunt', 4.342194e-05)","('Gigi Hadid', 3.8881288e-05)",0.9995552
Keanu-Reeves-in-an-official-photo_1_0.png,"('Keanu Reeves', 0.9981882)","('Steven Yeun', 0.00044333865)","('Lucy Liu', 0.00029911005)","('Benedict Cumberbatch', 0.00022353801)","('David Duchovny', 7.346208e-05)",0.9981882
Keanu-Reeves-in-an-official-photo_2_0.png,"('Keanu Reeves', 0.9999201)","('Naya Rivera', 1.9234933e-05)","('Eddie Vedder', 1.4629146e-05)","('Jamie Kennedy', 2.9392475e-06)","('Benedict Cumberbatch', 2.7198923e-06)",0.9999201
Keanu-Reeves-in-an-official-photo_3_0.png,"('Keanu Reeves', 0.9998801)","('Benedict Cumberbatch', 9.850459e-05)","('Joe Manganiello', 3.5611904e-06)","('Steven Yeun', 1.7790549e-06)","('Josh Groban', 1.6732752e-06)",0.9998801
Keanu-Reeves-in-an-official-photo_4_0.png,"('Keanu Reeves', 0.9999739)","('Benedict Cumberbatch', 1.2873346e-05)","('Matt Hardy', 1.1759646e-06)","('Michael Landes', 1.1556637e-06)","('Josh Groban', 8.5671553e-07)",0.9999739
Keanu-Reeves-in-an-official-photo_5_0.png,"('Keanu Reeves', 0.9999677)","('Benedict Cumberbatch', 5.7995867e-06)","('Josh Hartnett', 4.640802e-06)","('Eddie Vedder', 3.7892553e-06)","('Fran Drescher', 1.6905935e-06)",0.9999677
Kim-Jong-Un-in-an-official-photo_1_0.png,"('Kim Jong Un', 1.0)","('Matthew Moy', 4.3532634e-12)","('Yokozuna', 7.744509e-14)","('Ken Jeong', 4.1463364e-15)","('Bobby Lee', 2.1319777e-16)",1.0
Kim-Jong-Un-in-an-official-photo_2_0.png,"('Kim Jong Un', 0.9995111)","('Yokozuna', 0.0004691555)","('Brenda Song', 2.5290533e-06)","('Ki Hong Lee', 2.157725e-06)","('Jesse Heiman', 2.0561508e-06)",0.9995111
